2.289448012657812059e-01,4.651218638779812398e-02,1.222445802442299369e-02,2.526662030324854091e-02,1.434119633378505287e-01
2.348901052020489488e-01,9.237799956687824110e-02,2.044316200079830670e-02,2.942604828242743539e-02,1.599214022919200062e-01
2.358695962253284373e-01,1.125717911265787519e-01,2.051897369669867729e-02,3.953738485543487752e-02,1.654998497771294486e-01
2.806091114512874185e-01,1.160443861744979571e-01,4.356865041305021946e-02,7.502794534664487813e-02,1.672346886771587382e-01
2.886432249151688056e-01,1.324902122886481015e-01,4.366131501300042628e-02,8.205488785709266764e-02,1.708422421642733224e-01
3.109848310974257513e-01,1.348592043499799442e-01,4.385183443383061652e-02,8.686886052755278531e-02,1.786880628047374797e-01
3.153913294413014934e-01,1.521161683499821504e-01,4.560419863823701736e-02,9.070510112153065685e-02,1.790398292894365140e-01
3.381770669023161924e-01,1.744737053655632530e-01,6.725726814712604251e-02,9.086797780336257346e-02,1.835690593578788166e-01
3.391964625867033289e-01,2.005602380487258862e-01,8.045883210589738210e-02,1.009263342897801508e-01,1.841173446217528320e-01
3.411498585941753481e-01,2.100076895354727746e-01,8.968108661536139392e-02,1.032053682866404115e-01,1.889235477492818005e-01
3.431804483311766685e-01,2.260944736335602501e-01,9.341892124425699162e-02,1.114913085548183830e-01,1.902909563134940751e-01
3.504172354092187636e-01,2.348901052020489488e-01,9.510245199684166928e-02,1.151903298642049100e-01,1.919634047805583166e-01
3.763860815538707105e-01,2.364857294675669908e-01,9.728026833419058106e-02,1.181396956688012950e-01,1.926914444458647790e-01
3.908681749708307063e-01,2.456344479488399013e-01,9.871423466693012017e-02,1.182272217847250700e-01,1.937620925512516246e-01
3.936938923256078082e-01,2.603456360458791252e-01,1.129730975618239291e-01,1.199787257033596566e-01,1.956410362665788605e-01
4.026739341658106541e-01,2.619845935187509189e-01,1.265217396149554141e-01,1.227873678819334652e-01,1.958183534731249009e-01
4.172071917734351820e-01,2.636931900887680147e-01,1.327902978150235225e-01,1.247967213937583586e-01,1.983959368963530423e-01
4.180131089443516745e-01,2.649389929589765491e-01,1.332571094018693836e-01,1.266152399407101392e-01,2.041932737243693508e-01
4.229024924885846914e-01,2.755232443397541697e-01,1.359386698894589907e-01,1.356468000857919964e-01,2.051538775129295167e-01
4.256908267352794706e-01,2.778186991022086327e-01,1.416739794605647307e-01,1.374347024563790098e-01,2.077916432323490548e-01
4.281396971303191856e-01,2.789020532752419235e-01,1.462845979226065629e-01,1.404885365310196976e-01,2.128828995799891821e-01
4.304513348173398812e-01,2.817990694097585180e-01,1.512080703942185189e-01,1.417563155079703541e-01,2.161729959641880416e-01
4.315110815308270675e-01,3.041369995160942419e-01,1.564880833673711891e-01,1.438816398994144097e-01,2.187749213453571706e-01
4.543414923627828728e-01,3.056592690050599082e-01,1.576355335323573192e-01,1.452224469772077919e-01,2.224157281157193022e-01
4.736230954923782988e-01,3.077759919925159293e-01,1.608981661238525207e-01,1.469809035001796438e-01,2.249079175538717668e-01
4.738239648116903679e-01,3.216751150547706994e-01,1.644925049006475959e-01,1.488225530585467749e-01,2.264826118245631958e-01
4.825455273969466718e-01,3.420181215133860642e-01,1.648159549946316693e-01,1.503202659253733975e-01,2.525696184571271097e-01
4.897579432444901792e-01,3.445572965006806765e-01,1.650965333133866397e-01,1.544111817705116629e-01,2.540619413861673337e-01
4.943433945893667136e-01,3.476295702693251721e-01,1.691680075910707293e-01,1.624751126864427686e-01,2.610679902848856426e-01
4.999131588580071894e-01,3.618877361769129442e-01,1.700090270042443064e-01,1.699435437494645484e-01,2.621882023907222137e-01
5.015473713478033613e-01,3.749426605995462847e-01,1.720360042787157095e-01,1.748400577917705589e-01,2.626836114814217749e-01
5.101916434611798445e-01,3.752952158245456138e-01,1.720665455915516284e-01,1.774897261753732858e-01,2.665061144767021939e-01
5.468974333440276281e-01,3.799960994880146603e-01,1.728019064079764078e-01,1.777405223456939853e-01,2.695409055537922316e-01
5.503145508376638961e-01,3.843438758568492042e-01,1.750021796912233363e-01,1.843681213978440314e-01,2.718394525127550976e-01
5.507366216683140525e-01,3.845556549831928850e-01,1.750939182860263565e-01,1.879243513451475112e-01,2.718524921187435717e-01
5.564983021276240782e-01,3.850203480596665062e-01,1.805424224614492756e-01,1.964066107435182285e-01,2.737373773861226933e-01
5.566699776883725637e-01,3.928792213838687708e-01,1.836849190587219738e-01,2.037120320935615903e-01,2.754723286254254777e-01
5.618722924517275397e-01,4.076808631081078604e-01,1.857794917440541149e-01,2.048987238901161245e-01,2.779863866883877654e-01
5.665906547146757344e-01,4.105014790713321093e-01,1.883738169809456020e-01,2.049877893562371822e-01,2.829849815500796173e-01
5.715193627448498237e-01,4.113566193655148195e-01,1.884291529229673579e-01,2.078716925653544823e-01,2.869875397587409172e-01
5.724680874905923034e-01,4.161063599675575153e-01,1.902327573320949095e-01,2.096270621635429598e-01,2.880619467229814101e-01
5.856378055210323952e-01,4.166542887269911732e-01,1.928308913807927905e-01,2.136763855707460857e-01,2.956708865180691648e-01
5.861683573739339126e-01,4.187913886669291652e-01,1.929363491064800817e-01,2.182426091405532120e-01,2.975744727929498512e-01
5.937101891898551864e-01,4.205161990548563211e-01,1.937828732693884781e-01,2.195542674024681395e-01,3.005245316427324620e-01
5.961318427926309838e-01,4.255240963445837687e-01,2.013142512164353970e-01,2.210428400249158098e-01,3.007112239166083167e-01
5.968914425587351635e-01,4.261078578978572118e-01,2.049121195314186628e-01,2.260204870686196577e-01,3.011952540070320095e-01
5.979657875725948868e-01,4.274101728032013159e-01,2.086290886312962556e-01,2.349911831711232191e-01,3.044718650287344119e-01
5.997061434216914844e-01,4.295552502259562533e-01,2.121826435164899938e-01,2.363417784299372548e-01,3.059715847295200186e-01
6.023934802300429103e-01,4.305742631540915855e-01,2.131080572791130556e-01,2.459533733087756746e-01,3.076282957204912183e-01
6.120854959771887538e-01,4.315110815308270675e-01,2.321305047553218204e-01,2.468068105298092951e-01,3.089129254530251223e-01
6.238972065973601433e-01,4.329207237601280789e-01,2.334489967781219477e-01,2.499984808955522941e-01,3.113599276497413526e-01
6.252912779363540841e-01,4.363796484787155205e-01,2.339265719157947176e-01,2.504861027334724932e-01,3.173420102118941766e-01
6.298272953672924279e-01,4.368104820186477499e-01,2.345387563181547952e-01,2.519043520996498420e-01,3.195638972501326780e-01
6.308041497396703612e-01,4.404396487621988210e-01,2.371934472014305961e-01,2.527388506011393754e-01,3.214457625818327724e-01
6.342594113586332849e-01,4.419984404877028150e-01,2.403008931903979351e-01,2.531345553194547793e-01,3.264001214382674099e-01
6.345729094884524635e-01,4.422382815489216412e-01,2.427734821497126994e-01,2.542594570636619866e-01,3.305128427187533080e-01
6.360828949702741486e-01,4.430763482032155642e-01,2.429525836732687460e-01,2.547288560776579946e-01,3.316255105539224202e-01
6.419730250537790672e-01,4.466077511120242760e-01,2.657215763550764831e-01,2.610651517020343149e-01,3.329769936413234377e-01
6.833823620860407511e-01,4.476246733832580094e-01,2.707268487869636253e-01,2.632635019353451455e-01,3.409146619781488474e-01
6.888178091409252746e-01,4.497496296773488278e-01,2.708389851759243627e-01,2.651099706989219484e-01,3.441238030990749763e-01
6.919166342547650173e-01,4.510983631214165457e-01,2.761264888553228158e-01,2.652623211539170689e-01,3.485899747410954319e-01
7.134159486052424892e-01,4.518456660345369635e-01,2.781821253835683461e-01,2.654377330784248312e-01,3.486409764840565084e-01
7.169557169596461055e-01,4.528604554154658235e-01,2.793063722257570491e-01,2.665463608781554750e-01,3.508831692550077874e-01
7.188185079677062994e-01,4.552891151628120636e-01,2.813395859203122185e-01,2.720658139321301960e-01,3.545656425175909288e-01
7.209039436368308573e-01,4.597662416211661940e-01,2.863568824221440212e-01,2.737031123115707953e-01,3.647785885713769605e-01
7.240092246942158027e-01,4.629829885402334533e-01,2.865120542183368091e-01,2.740846991200446281e-01,3.724805163620906745e-01
7.267302455560906704e-01,4.663667267392634375e-01,2.915142654783526299e-01,2.763369861289606266e-01,3.777182536983300642e-01
7.310796993186865489e-01,4.684038662639405382e-01,2.918475045092827069e-01,2.775253619091659907e-01,3.808119879863507418e-01
7.379005293814741018e-01,4.686284498227231698e-01,2.990953995604677673e-01,2.794218391673137791e-01,3.912691788554433781e-01
7.404640078526805169e-01,4.706569383089582725e-01,2.992529252296996511e-01,2.813008647776633619e-01,3.916105128261915813e-01
7.564336064515920777e-01,4.711263232792942679e-01,2.994828587738700421e-01,2.849808969859992658e-01,4.001329080067756450e-01
7.639558080941935003e-01,4.724382246272160746e-01,3.011472577484451962e-01,2.853565912830753337e-01,4.018584795526312092e-01
7.666047210805078116e-01,4.732110996843967854e-01,3.014690066161078708e-01,2.853984455512021401e-01,4.040461403404952412e-01
7.666930070543450659e-01,4.732926594919893981e-01,3.022942004289274620e-01,2.944935562639508508e-01,4.158949491017097655e-01
7.748515369078239345e-01,4.749414643889944831e-01,3.130505507491157524e-01,2.946243337763581605e-01,4.380492910028124243e-01
7.764582431335332879e-01,4.768058567225326172e-01,3.173428566479059576e-01,2.949518227237769574e-01,4.464651058161862585e-01
8.026703843227240842e-01,4.791869425824563100e-01,3.262571166096528419e-01,2.983269623267434945e-01,4.524374853232840943e-01
8.067026998694107887e-01,4.811258691405499444e-01,3.300095571462313693e-01,2.996125468237526013e-01,4.535100595787677213e-01
8.090775245879812116e-01,4.814920501388584850e-01,3.313250123338873365e-01,3.001888131751024313e-01,4.653531977349532056e-01
8.092482684867295939e-01,4.826673669826591073e-01,3.356056306313970339e-01,3.034668102147847768e-01,4.703325102633906796e-01
8.171628018545210592e-01,4.839927677932217009e-01,3.451374659126065780e-01,3.086791441975647587e-01,4.749233710477751558e-01
8.190625065067000943e-01,4.855793331051818651e-01,3.488826968560876374e-01,3.107755018746236608e-01,4.805140529074518607e-01
8.226707906931602921e-01,4.860508459284529903e-01,3.494230247806128786e-01,3.314764852234730608e-01,4.816700356132221361e-01
8.338027991661141058e-01,4.878806422472191096e-01,3.497579357326600635e-01,3.315525803203692723e-01,4.914215942213127075e-01
8.421536053015947765e-01,4.894999719632148749e-01,3.512629820937185898e-01,3.316255105539224202e-01,4.933922442083515381e-01
8.652498934554034848e-01,4.903843100341500616e-01,3.564957941961468535e-01,3.359109960096083869e-01,4.942990928017477192e-01
8.738658684076077154e-01,4.908909005754149013e-01,3.598214064437183501e-01,3.436699601188299424e-01,4.948135895384522809e-01
8.831547082725670350e-01,4.921686666809997890e-01,3.629057083166504771e-01,3.475127064861114334e-01,4.985671442728917269e-01
