1709694214555, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709694214658, 0.011365907,1.2831511,9.567103,0.21013765,-0.014813482,-0.057726767,0.047413908,-0.047175713,-0.7055313,0.7055154,0.0,0.0,0.0,0.0,0.20372356,-0.016340645,-0.06078109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709694214658, 0.011365907,1.2831511,9.567103,0.21013765,-0.014813482,-0.057726767,0.047413908,-0.047175713,-0.7055313,0.7055154,0.0,0.0,0.0,0.0,0.20372356,-0.016340645,-0.06078109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709694214658, 0.011365907,1.2831511,9.567103,0.21013765,-0.014813482,-0.057726767,0.047413908,-0.047175713,-0.7055313,0.7055154,0.0,0.0,0.0,0.0,0.20372356,-0.016340645,-0.06078109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709694214674, -0.15553348,1.1264212,9.117252,0.086132,0.080634214,-0.07513642,0.048697893,-0.048276823,-0.705847,0.70503753,0.050857946,-0.0447103,-0.65684825,0.75097597,0.07971791,0.079107046,-0.07819075,82.4256,-7.615237,-0.052217226,-15.189,-1.5982,-20.3496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709694214684, -0.21296121,1.1264212,9.135797,-0.007788532,0.11026118,-0.07269296,0.04921663,-0.0482394,-0.70605123,0.7047996,0.05137298,-0.044638436,-0.6570684,0.7507526,-0.014202617,0.10873401,-0.07574729,82.45843,-7.654288,-0.09951164,-15.030399,-2.1106,-23.6558,-0.079193994,1.2617819,9.728194,0.0,0.0,0.0,1020.9085
1709694214690, -0.27936205,1.1264212,9.140582,-0.06856962,0.14523321,-0.059101213,0.04939952,-0.04807652,-0.7061542,0.7046947,0.05154448,-0.044463795,-0.6571784,0.7506548,-0.07498371,0.14370605,-0.062155537,82.47343,-7.655879,-0.12855323,-18.580599,-2.9036,-24.802599,-0.08415313,1.2620312,9.728119,-0.10610443,-0.11220884,-0.60073566,1020.9085
1709694214695, -0.31764722,1.1072787,9.130413,-0.106901415,0.15836681,-0.05299256,0.04966234,-0.04746234,-0.7063328,0.7045388,0.051765352,-0.043833617,-0.6573677,0.75051105,-0.1133155,0.15683965,-0.056046885,82.49593,-7.6272507,-0.20116697,-18.580599,-2.9036,-24.802599,-0.096563704,1.2571323,9.728638,-0.10610443,-0.11220884,-0.60073566,1020.9085
1709694214701, -0.38464624,1.0408778,9.053843,-0.14034629,0.16554448,-0.043218717,0.04974806,-0.047027692,-0.7064114,0.7044831,0.051821623,-0.043394323,-0.6574502,0.7504604,-0.14676037,0.16401732,-0.04627304,82.504135,-7.5988555,-0.24389867,-13.2126,-1.1345999,-21.472,-0.103870854,1.2522936,9.729187,-0.20856197,-0.16713989,-0.64164925,1020.9085
1709694214705, -0.4229314,1.0360922,9.039486,-0.15271631,0.15302174,-0.04062254,0.04980277,-0.046552714,-0.7064795,0.70444256,0.051844243,-0.042916864,-0.6575211,0.7504241,-0.1591304,0.15149458,-0.043676864,82.51026,-7.5646715,-0.28723797,-13.2126,-1.1345999,-21.472,-0.11128323,1.2464721,9.729853,-0.20856197,-0.16713989,-0.64164925,1020.89514
1709694214710, -0.5138587,0.9936196,8.995817,-0.16355917,0.11255192,-0.025809057,0.04980149,-0.046072453,-0.7065404,0.7044131,0.051810652,-0.04243788,-0.6575842,0.75039846,-0.16997325,0.11102476,-0.028863383,82.5152,-7.5255156,-0.326371,-11.2118,0.1952,-21.3744,-0.11797599,1.2398086,9.730625,-0.20856197,-0.16713989,-0.64164925,1020.89514
1709694214714, -0.5377869,0.9936196,9.019745,-0.15714508,0.0720821,-0.017104227,0.049742658,-0.045621235,-0.7065895,0.70439744,0.051721588,-0.041991733,-0.65763444,0.75038564,-0.16355917,0.070554934,-0.020158553,82.51853,-7.4840574,-0.3583623,-11.2118,0.1952,-21.3744,-0.123446785,1.2327564,9.731453,-0.36741418,-0.21166325,-0.72661877,1020.89514
1709694214722, -0.509073,0.98943216,9.148359,-0.13454308,0.0,-0.0021380284,0.0494632,-0.04492856,-0.7066505,0.7044005,0.051396146,-0.041319553,-0.6576952,0.75039196,-0.14095716,-0.0015271631,-0.005192355,82.52136,-7.4050865,-0.39193255,-13.0906,-0.97599995,-19.9592,-0.1291847,1.2193333,9.733069,-0.36741418,-0.21166325,-0.72661877,1020.91504
1709694214726, -0.50428736,1.0127622,9.263215,-0.10598512,-0.04016439,0.00290161,0.04924952,-0.044734236,-0.7066666,0.7044117,0.051169883,-0.041140087,-0.65771043,0.75040406,-0.112399206,-0.041691553,-1.5271631E-4,82.52197,-7.3719654,-0.39033186,-13.0906,-0.97599995,-19.9592,-0.12890644,1.2137082,9.733777,-0.3441503,-0.19111943,-0.509223,1020.91504
