0.071633253,0.636432904,0.097671457,0.538160291,0.414747033,0.360121083,0.325081023,0.377248603
0.060601924,0.62199738,0.045784923,0.946619323,0.654101646,0.391471964,0.428873765,0.439856139
0.048339021,0.788849436,0.054275397,0.969924398,0.668485206,0.48670288,0.452637205,0.472527068
0.057055573,0.808270332,0.124150173,0.925102849,0.772345381,0.369210091,0.434138956,0.479493625
0.101895273,0.811493728,0.108797307,0.649091114,0.60635297,0.456156311,0.389438734,0.465465623
0.094268896,0.811363892,0.071561817,0.812408159,0.590989405,0.486892223,0.351368811,0.446690113
0.081615006,0.812408159,0.107681295,0.671678557,0.505737726,0.493655995,0.346436459,0.418352538
0.084089755,0.790210067,0.069992236,0.703738865,0.480507288,0.452660259,0.594812623,0.147132115
0.095526744,0.600172998,0.085649305,0.842266224,0.463399901,0.221884151,0.573340913,0.20708589
0.104353368,0.588043302,0.068185288,0.83011157,0.499499681,0.301586174,0.499929635,0.309686013
0.079302224,0.740777752,0.108776187,1.215082991,0.706138209,0.316987823,0.531525243,0.338483343
0.072048823,0.97937933,0.089441112,0.959142847,0.431728929,0.412651721,0.586372138,0.375745805
0.07369929,1.012331183,0.105872044,1.068234755,0.497066458,0.534087685,0.627821368,0.396468209
0.099983359,1.021078144,0.086677336,1.12214525,0.948867702,0.906621176,0.604903665,0.393471009
0.097710773,1.020364731,0.133595616,0.624454972,0.815821252,0.5222873,0.623008999,0.425414145
0.100124918,1.007768637,0.102988287,0.409991907,0.503521076,0.467908613,0.871814518,0.664603381
0.100441283,0.975778478,0.09155573,1.524595517,0.63929412,0.4241371,0.990862606,0.72730593
0.108717932,0.65047393,0.057312709,1.936702779,0.539119931,0.410912053,0.779052931,0.552779977
0.090477432,1.31430648,0.042232219,1.954222658,0.412264663,0.409539316,0.839696013,0.450043204
0.05951915,1.827078093,0.034151043,1.952335855,0.596757122,0.488762307,0.688775995,0.808270332
0.048686912,1.826376316,0.040250753,1.493092783,0.487469582,0.668078455,0.569927307,0.790210067
0.041458493,1.824612949,0.088391223,1.718484756,0.387826795,0.883511368,0.546450662,0.607927151
0.044514041,1.820844858,0.133466109,2.13466372,0.278955363,0.703195189,0.483476705,0.40321763
0.086748029,1.808931322,0.087666807,0.538069494,0.304300743,0.787148916,0.468106638,0.451444961
0.153413461,1.793835059,0.033851387,1.129916918,0.263277582,0.624750197,0.526232269,0.504871647
0.060049573,0.62850668,0.032184338,1.508954391,0.24142282,0.731167343,0.583471618,0.53049763
0.042295104,1.152976447,0.029293561,1.655920408,0.404428396,0.766503765,0.561496853,0.548853647
0.039278973,1.524196355,0.026486307,1.771027702,0.259687003,0.747750395,0.567144939,0.52969845
0.026715367,1.547589166,0.023864222,1.748773452,0.2788282,0.564306201,0.611171999,0.500953785
0.02530726,1.581274734,0.019294479,1.726046917,0.288139212,0.626040842,0.687801451,0.47252015
0.023549941,1.604379314,0.026854533,1.710237079,0.365436871,0.620682228,0.709587605,0.422178906
0.023050816,1.59819159,0.029051842,0.701388277,0.341114913,0.642158767,0.686956307,0.371121423
0.025382657,1.554760981,0.003780758,1.165553747,0.372800057,0.524401466,0.651871429,0.33698641
0.019686476,0.624927259,0.002706352,1.404042271,0.474787605,0.576096853,0.642405227,0.29984706
0.037446834,0.662875877,0.001818095,1.07060838,0.610967873,0.420542934,0.635630971,0.289759433
