2.936540000000000106e+01,-8.320399999999999352e+00,-1.483519899999999936e+01,5.778521999999999825e-02,-3.963014499999999857e-02,-5.905327000000000215e-01,8.039661000000000168e-01,4.904592764631000357e+00,5.056158308536000234e+00,5.034458562354830136e+00,5.186024106259830013e+00
2.686439899999999881e+01,-8.564399999999999125e+00,-1.465220000000000056e+01,5.225644000000000122e-02,-3.042829799999999946e-02,-5.914878999999999554e-01,8.040431999999999579e-01,4.909179885739000326e+00,5.052183710212999834e+00,5.062179923831152450e+00,5.138596146155437694e+00
2.906040000000000134e+01,-7.490800000000000125e+00,-1.196819999999999951e+01,4.816230800000000090e-02,-2.976874599999999871e-02,-5.919605999999999479e-01,8.039756399999999914e-01,4.913767006847000296e+00,5.048209111891000411e+00,5.075241723028339536e+00,5.118594905284795438e+00
3.108559999999999945e+01,-6.978399800000000042e+00,-1.038219999999999921e+01,6.410757499999999998e-02,-2.333591499999999874e-02,-5.954758999999999469e-01,8.004712000000000494e-01,4.918354127956000355e+00,5.044234513568000011e+00,5.089814787429356002e+00,5.099118154724288310e+00
3.157359900000000152e+01,-6.392800000000000260e+00,-1.135820000000000007e+01,5.607420600000000144e-02,-4.629647399999999718e-02,-5.988670600000000066e-01,7.975403699999999985e-01,4.922176728879000152e+00,5.040922348299000433e+00,5.106534887835604053e+00,5.084417176145578310e+00
2.930440000000000111e+01,-6.819799999999999862e+00,-1.378599900000000034e+01,4.754748599999999992e-02,-6.654970000000000330e-02,-6.048201300000000113e-01,7.921508000000000438e-01,4.925999329803000037e+00,5.037610183029999966e+00,5.121831976297380962e+00,5.067804109552057845e+00
3.145159999999999911e+01,-5.551000000000000156e+00,-1.363959999999999972e+01,4.080603599999999692e-02,-6.894562399999999702e-02,-6.071305000000000174e-01,7.905529999999999502e-01,4.930586450911000007e+00,5.033635584706999566e+00,5.139239313976324830e+00,5.048887260895256190e+00
2.843819999999999837e+01,-6.490400000000000169e+00,-1.396899999999999942e+01,1.797272499999999842e-02,-5.517182999999999810e-02,-6.037860499999999631e-01,7.950317999999999552e-01,4.935173572018999977e+00,5.029660986384000054e+00,5.160546834148706630e+00,5.032573993493963727e+00
3.009739899999999935e+01,-6.490400000000000169e+00,-1.289540000000000042e+01,3.243103600000000336e-02,-4.762003599999999753e-02,-5.987504000000000159e-01,7.988608000000000375e-01,4.938996172942999863e+00,5.026348821114999588e+00,5.184073955390058330e+00,5.017760042262395359e+00
3.008520000000000039e+01,-7.173599699999999579e+00,-1.328580000000000005e+01,6.337128999999999679e-02,-7.468729000000000340e-02,-6.052402999999999533e-01,7.899937000000000209e-01,4.944009744639999759e+00,5.022759485693000236e+00,5.206676643802612858e+00,5.007030529233753136e+00
3.134179900000000174e+01,-6.661200000000000010e+00,-1.276120000000000054e+01,6.564039000000000679e-02,-7.246737999999999791e-02,-6.100927600000000117e-01,7.862739600000000495e-01,4.951994623649000005e+00,5.017994139942000054e+00,5.235872681941337703e+00,4.996223578351307815e+00
3.053659999999999997e+01,-6.002399999999999736e+00,-1.213899999999999935e+01,5.703160000000000174e-02,-5.379293999999999742e-02,-6.110600999999999949e-01,7.876923700000000306e-01,4.955237550191999851e+00,5.017926172919000116e+00,5.267414619588576485e+00,4.988979602800346136e+00
3.118319899999999834e+01,-5.441200000000000259e+00,-1.134600000000000009e+01,5.630990500000000037e-02,-4.905795000000000294e-02,-6.156193599999999488e-01,7.844969000000000525e-01,4.957321347657999588e+00,5.030737811563000150e+00,5.300736999548151474e+00,4.979874188912188693e+00
3.104899999999999949e+01,-5.233799999999999564e+00,-1.218779900000000005e+01,6.249518700000000065e-02,-4.104074499999999653e-02,-6.216947000000000445e-01,7.796832000000000207e-01,4.959318854570000212e+00,5.045265932274999976e+00,5.339737393016012135e+00,4.977110595105758151e+00
3.217139999999999844e+01,-4.745800000000000018e+00,-8.979198999999999486e+00,7.573499999999999677e-02,-3.456810500000000175e-02,-6.224847399999999809e-01,7.781914500000000068e-01,4.965349923596000359e+00,5.057268486811000052e+00,5.381792851700939018e+00,4.973133310250969608e+00
3.104899999999999949e+01,-4.440799700000000350e+00,-1.138260000000000005e+01,7.450604399999999350e-02,-3.540923399999999777e-02,-6.257312999999999903e-01,7.756644999999999790e-01,4.982680552354000092e+00,5.065212065883000214e+00,5.423718990506142923e+00,4.974132894444046826e+00
