2.936540000000000106e+01,-8.320399999999999352e+00,-1.483519899999999936e+01,5.778521999999999825e-02,-3.963014499999999857e-02,-5.905327000000000215e-01,8.039661000000000168e-01,4.904592764631000357e+00,5.056158308536000234e+00,5.094379682698783718e+00,5.245945226603783595e+00
2.686439899999999881e+01,-8.564399999999999125e+00,-1.465220000000000056e+01,5.225644000000000122e-02,-3.042829799999999946e-02,-5.914878999999999554e-01,8.040431999999999579e-01,4.909179885739000326e+00,5.052183710212999834e+00,5.123220730549877366e+00,5.203568953511751083e+00
2.906040000000000134e+01,-7.490800000000000125e+00,-1.196819999999999951e+01,4.816230800000000090e-02,-2.976874599999999871e-02,-5.919605999999999479e-01,8.039756399999999914e-01,4.913767006847000296e+00,5.048209111891000411e+00,5.136659965313032039e+00,5.185785857788793862e+00
3.108559999999999945e+01,-6.978399800000000042e+00,-1.038219999999999921e+01,6.410757499999999998e-02,-2.333591499999999874e-02,-5.954758999999999469e-01,8.004712000000000494e-01,4.918354127956000355e+00,5.044234513568000011e+00,5.151472461509033707e+00,5.168587727981157620e+00
3.157359900000000152e+01,-6.392800000000000260e+00,-1.135820000000000007e+01,5.607420600000000144e-02,-4.629647399999999718e-02,-5.988670600000000066e-01,7.975403699999999985e-01,4.922176728879000152e+00,5.040922348299000433e+00,5.167977973567656313e+00,5.155972748718045118e+00
2.930440000000000111e+01,-6.819799999999999862e+00,-1.378599900000000034e+01,4.754748599999999992e-02,-6.654970000000000330e-02,-6.048201300000000113e-01,7.921508000000000438e-01,4.925999329803000037e+00,5.037610183029999966e+00,5.183281184670010866e+00,5.141486744433668044e+00
3.145159999999999911e+01,-5.551000000000000156e+00,-1.363959999999999972e+01,4.080603599999999692e-02,-6.894562399999999702e-02,-6.071305000000000174e-01,7.905529999999999502e-01,4.930586450911000007e+00,5.033635584706999566e+00,5.200696257118941901e+00,5.124991217269230681e+00
2.843819999999999837e+01,-6.490400000000000169e+00,-1.396899999999999942e+01,1.797272499999999842e-02,-5.517182999999999810e-02,-6.037860499999999631e-01,7.950317999999999552e-01,4.935173572018999977e+00,5.029660986384000054e+00,5.221575359932055349e+00,5.111168960936018024e+00
3.009739899999999935e+01,-6.490400000000000169e+00,-1.289540000000000042e+01,3.243103600000000336e-02,-4.762003599999999753e-02,-5.987504000000000159e-01,7.988608000000000375e-01,4.938996172942999863e+00,5.026348821114999588e+00,5.244424721585409621e+00,5.098884464068469846e+00
3.008520000000000039e+01,-7.173599699999999579e+00,-1.328580000000000005e+01,6.337128999999999679e-02,-7.468729000000000340e-02,-6.052402999999999533e-01,7.899937000000000209e-01,4.944009744639999759e+00,5.022759485693000236e+00,5.266152130386131169e+00,5.090342985400751807e+00
3.134179900000000174e+01,-6.661200000000000010e+00,-1.276120000000000054e+01,6.564039000000000679e-02,-7.246737999999999791e-02,-6.100927600000000117e-01,7.862739600000000495e-01,4.951994623649000005e+00,5.017994139942000054e+00,5.294022209266278090e+00,5.082151393373171011e+00
3.053659999999999997e+01,-6.002399999999999736e+00,-1.213899999999999935e+01,5.703160000000000174e-02,-5.379293999999999742e-02,-6.110600999999999949e-01,7.876923700000000306e-01,4.955237550191999851e+00,5.017926172919000116e+00,5.323848043737227975e+00,5.077426693187282680e+00
3.118319899999999834e+01,-5.441200000000000259e+00,-1.134600000000000009e+01,5.630990500000000037e-02,-4.905795000000000294e-02,-6.156193599999999488e-01,7.844969000000000525e-01,4.957321347657999588e+00,5.030737811563000150e+00,5.355450414153113847e+00,5.071083137956162723e+00
3.104899999999999949e+01,-5.233799999999999564e+00,-1.218779900000000005e+01,6.249518700000000065e-02,-4.104074499999999653e-02,-6.216947000000000445e-01,7.796832000000000207e-01,4.959318854570000212e+00,5.045265932274999976e+00,5.391932541764766995e+00,5.071006540974581256e+00
3.217139999999999844e+01,-4.745800000000000018e+00,-8.979198999999999486e+00,7.573499999999999677e-02,-3.456810500000000175e-02,-6.224847399999999809e-01,7.781914500000000068e-01,4.965349923596000359e+00,5.057268486811000052e+00,5.431336289277787444e+00,5.069995649064737542e+00
